Transaction ID,Client Ref 2,Action Date,Instalment,Service Type,Instalments,Account Name,Value,Frequency,
10353701,2617,2018/06/30,3,2 Day Debit,3,L,300.00,3,
10616184,5019,2018/06/30,2,2 Day Debit,3,T,295.00,3,
10352865,3475,2018/06/30,3,2 Day Debit,3,N,50.00,3,
10616127,4303,2018/06/30,2,2 Day Debit,3,N,238.00,3,
10542398,3684,2018/06/30,2,2 Day Debit,3,Z,295.00,3,
10590355,2679,2018/06/30,2,2 Day Debit,3,N,51.00,3,
9995590,4025,2018/06/30,4,2 Day Debit,4,T,170.00,3,
10525043,3958,2018/06/30,2,2 Day Debit,3,P,300.00,3,
10617538,5337,2018/06/30,2,2 Day Debit,3,T,299.00,3,
10542298,3789,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10524943,4876,2018/06/30,2,2 Day Debit,3,Y,295.00,3,
10527315,3488,2018/06/30,2,2 Day Debit,3,L,301.00,3,
10352851,2894,2018/06/30,3,2 Day Debit,4,N,300.00,3,
10525000,5152,2018/06/30,2,2 Day Debit,3,A,250.00,3,
10955845,3377,2018/06/30,1,2 Day Debit,3,F,100.00,3,
10956256,5561,2018/06/30,1,2 Day Debit,3,N,250.00,3,
10354185,3329,2018/06/30,3,2 Day Debit,3,N,300.00,3,
10956156,6109,2018/06/30,1,2 Day Debit,3,Z,237.00,3,
10956313,6141,2018/06/30,1,2 Day Debit,3,N,300.00,3,
10354128,2688,2018/06/30,3,2 Day Debit,3,N,300.00,3,
10955888,3550,2018/06/30,1,2 Day Debit,3,W,51.00,3,
10956299,6126,2018/06/30,1,2 Day Debit,3,N,300.00,3,
10354071,2161,2018/06/30,3,2 Day Debit,3,N,250.00,3,
10955945,2700,2018/06/30,1,2 Day Debit,3,N,100.00,3,
10353760,2564,2018/06/30,3,2 Day Debit,3,L,300.00,3,
10590357,3694,2018/06/30,2,2 Day Debit,3,C,250.00,3,
10956199,4154,2018/06/30,1,2 Day Debit,3,N,300.00,3,
10354171,4127,2018/06/30,3,2 Day Debit,3,M,51.00,3,
10955931,2652,2018/06/30,1,2 Day Debit,3,N,100.00,3,
10353703,2761,2018/06/30,3,2 Day Debit,3,N,300.00,3,
10353860,5491,2018/06/30,3,2 Day Debit,3,T,300.00,3,
10616025,2579,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10955831,5981,2018/06/30,1,2 Day Debit,3,S,237.00,3,
10353803,2673,2018/06/30,3,2 Day Debit,3,N,301.00,3,
10615968,3885,2018/06/30,2,2 Day Debit,3,N,295.00,3,
10616125,4541,2018/06/30,2,2 Day Debit,3,V,300.00,3,
10525157,5737,2018/06/30,2,2 Day Debit,3,T,300.00,3,
10542355,4039,2018/06/30,2,2 Day Debit,3,N,295.00,3,
10955807,5989,2018/06/30,1,2 Day Debit,3,N,300.00,3,
9995476,3815,2018/06/30,4,2 Day Debit,4,N,300.00,3,
9995379,3013,2018/06/30,4,2 Day Debit,4,N,88.00,3,
10525057,4446,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10956275,6076,2018/06/30,1,2 Day Debit,3,B,301.00,3,
10795280,5952,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10955957,6069,2018/06/30,1,2 Day Debit,3,N,186.00,3,
10354033,3184,2018/06/30,3,2 Day Debit,3,N,153.00,3,
10956211,3317,2018/06/30,1,2 Day Debit,3,A,300.00,3,
10955857,4128,2018/06/30,1,2 Day Debit,3,S,300.00,3,
10956308,6144,2018/06/30,1,2 Day Debit,3,N,300.00,3,
10354133,3327,2018/06/30,3,2 Day Debit,3,J,300.00,3,
10354116,2045,2018/06/30,3,2 Day Debit,3,N,301.00,3,
10955843,4554,2018/06/30,1,2 Day Debit,3,A,295.00,3,
10956294,6094,2018/06/30,1,2 Day Debit,3,P,50.00,3,
10562357,5916,2018/06/30,2,2 Day Debit,3,P,100.00,3,
10353765,4160,2018/06/30,3,2 Day Debit,3,G,153.00,3,
10956194,2962,2018/06/30,1,2 Day Debit,3,L,237.00,3,
10955926,2224,2018/06/30,1,2 Day Debit,3,N,105.00,3,
10955826,5974,2018/06/30,1,2 Day Debit,3,N,237.00,3,
10542339,2208,2018/06/30,2,2 Day Debit,3,N,190.00,3,
10955842,5146,2018/06/30,1,2 Day Debit,3,M,190.00,3,
10354131,2256,2018/06/30,3,2 Day Debit,3,N,153.00,3,
10562392,3976,2018/06/30,2,2 Day Debit,3,B,50.00,3,
10956042,5357,2018/06/30,1,2 Day Debit,3,E,100.00,3,
10354017,5554,2018/06/30,3,2 Day Debit,3,N,51.00,3,
10354117,2045,2018/06/30,3,2 Day Debit,3,N,51.00,3,
10353763,4451,2018/06/30,3,2 Day Debit,3,M,159.00,3,
10354100,5574,2018/06/30,3,2 Day Debit,3,N,295.00,3,
10615989,5066,2018/06/30,2,2 Day Debit,3,T,295.00,3,
10353749,5070,2018/06/30,3,2 Day Debit,3,T,300.00,3,
10354200,3040,2018/06/30,3,2 Day Debit,3,N,300.00,3,
10525156,5735,2018/06/30,2,2 Day Debit,3,L,238.00,3,
9995477,3815,2018/06/30,4,2 Day Debit,4,N,88.00,3,
10353732,4690,2018/06/30,3,2 Day Debit,3,N,295.00,3,
10353832,5517,2018/06/30,3,2 Day Debit,3,L,300.00,3,
10525173,3261,2018/06/30,2,2 Day Debit,3,N,153.00,3,
10615972,2769,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10956127,5267,2018/06/30,1,2 Day Debit,3,P,295.00,3,
10525073,5484,2018/06/30,2,2 Day Debit,3,N,238.00,3,
10616072,4405,2018/06/30,2,2 Day Debit,3,N,300.00,3,
9995560,3952,2018/06/30,4,2 Day Debit,4,N,300.00,3,
10955997,6043,2018/06/30,1,2 Day Debit,3,N,100.00,3,
10956154,6110,2018/06/30,1,2 Day Debit,3,P,153.00,3,
10956054,6017,2018/06/30,1,2 Day Debit,3,N,153.00,3,
10353976,3673,2018/06/30,3,2 Day Debit,3,N,300.00,3,
10542284,5885,2018/06/30,2,2 Day Debit,3,Z,300.00,3,
10956040,3886,2018/06/30,1,2 Day Debit,3,N,50.00,3,
10353919,4342,2018/06/30,3,2 Day Debit,3,P,301.00,3,
10542341,2883,2018/06/30,2,2 Day Debit,3,A,250.00,3,
10795294,3985,2018/06/30,2,2 Day Debit,3,T,300.00,3,
10955940,3316,2018/06/30,1,2 Day Debit,3,K,50.00,3,
10956097,5789,2018/06/30,1,2 Day Debit,3,N,250.00,3,
10524986,5789,2018/06/30,2,2 Day Debit,3,N,238.00,3,
9955246,2438,2018/06/30,4,2 Day Debit,4,N,188.00,3,
10353862,5492,2018/06/30,3,2 Day Debit,3,P,300.00,3,
10354019,5558,2018/06/30,3,2 Day Debit,3,K,250.00,3,
10616070,4516,2018/06/30,2,2 Day Debit,3,P,301.00,3,
10353962,5024,2018/06/30,3,2 Day Debit,3,M,300.00,3,
10616170,5678,2018/06/30,2,2 Day Debit,3,N,250.00,3,
10795308,2263,2018/06/30,2,2 Day Debit,3,N,100.00,3,
10615916,3348,2018/06/30,2,2 Day Debit,3,A,237.00,3,
10525104,2659,2018/06/30,2,2 Day Debit,3,N,100.00,3,
10353794,4352,2018/06/30,3,2 Day Debit,3,N,300.00,3,
10353746,2112,2018/06/30,3,2 Day Debit,3,N,300.00,3,
10615911,4917,2018/06/30,2,2 Day Debit,3,V,153.00,3,
10616068,3116,2018/06/30,2,2 Day Debit,3,S,295.00,3,
10616011,5517,2018/06/30,2,2 Day Debit,3,N,238.00,3,
10562381,3046,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10617529,4895,2018/06/30,2,2 Day Debit,3,N,301.00,3,
10615975,3907,2018/06/30,2,2 Day Debit,3,N,301.00,3,
10525145,5728,2018/06/30,2,2 Day Debit,3,B,300.00,3,
10542343,2293,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10562395,2166,2018/06/30,2,2 Day Debit,3,S,50.00,3,
10525202,4130,2018/06/30,2,2 Day Debit,3,B,295.00,3,
10542400,3102,2018/06/30,2,2 Day Debit,3,N,153.00,3,
10718759,5676,2018/06/30,2,2 Day Debit,3,Z,295.00,3,
10525045,3144,2018/06/30,2,2 Day Debit,3,N,295.00,3,
10525102,2926,2018/06/30,2,2 Day Debit,3,N,153.00,3,
10956213,2584,2018/06/30,1,2 Day Debit,3,B,300.00,3,
9995531,3854,2018/06/30,4,2 Day Debit,4,N,300.00,3,
10527317,4576,2018/06/30,2,2 Day Debit,3,B,51.00,3,
10354135,4964,2018/06/30,3,2 Day Debit,3,N,186.00,3,
10525159,5738,2018/06/30,2,2 Day Debit,3,N,238.00,3,
10956149,2470,2018/06/30,1,2 Day Debit,3,L,300.00,3,
10956306,6146,2018/06/30,1,2 Day Debit,3,V,100.00,3,
10956210,5251,2018/06/30,1,2 Day Debit,3,S,186.00,3,
10956227,6092,2018/06/30,1,2 Day Debit,3,Z,50.00,3,
10955859,4128,2018/06/30,1,2 Day Debit,3,S,50.00,3,
10956310,6144,2018/06/30,1,2 Day Debit,3,N,214.00,3,
10955992,6049,2018/06/30,1,2 Day Debit,3,N,300.00,3,
10542389,4730,2018/06/30,2,2 Day Debit,3,M,50.00,3,
10955892,2050,2018/06/30,1,2 Day Debit,3,V,237.00,3,
10562359,5920,2018/06/30,2,2 Day Debit,3,N,295.00,3,
10354081,3759,2018/06/30,3,2 Day Debit,3,N,51.00,3,
10354181,5006,2018/06/30,3,2 Day Debit,3,M,300.00,3,
10590335,5943,2018/06/30,2,2 Day Debit,3,N,250.00,3,
10353713,4136,2018/06/30,3,2 Day Debit,3,N,295.00,3,
10525023,5800,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10795296,3436,2018/06/30,2,2 Day Debit,3,S,300.00,3,
10353967,2500,2018/06/30,3,2 Day Debit,3,N,300.00,3,
10354067,4056,2018/06/30,3,2 Day Debit,3,V,300.00,3,
10354150,4318,2018/06/30,3,2 Day Debit,3,N,50.00,3,
10542372,5860,2018/06/30,2,2 Day Debit,3,N,100.00,3,
10525206,3687,2018/06/30,2,2 Day Debit,3,T,300.00,3,
10615939,5598,2018/06/30,2,2 Day Debit,3,M,300.00,3,
9955369,2453,2018/06/30,4,2 Day Debit,4,N,251.00,3,
10956191,2298,2018/06/30,1,2 Day Debit,3,N,100.00,3,
10956099,4712,2018/06/30,1,2 Day Debit,3,N,100.00,3,
9995569,3964,2018/06/30,4,2 Day Debit,4,N,300.00,3,
10542379,5867,2018/06/30,2,2 Day Debit,3,M,100.00,3,
9955391,2458,2018/06/30,4,2 Day Debit,4,P,221.00,3,
10542279,3377,2018/06/30,2,2 Day Debit,3,F,300.00,3,
10562352,5911,2018/06/30,2,2 Day Debit,3,T,301.00,3,
10542296,5898,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10525033,5813,2018/06/30,2,2 Day Debit,3,S,100.00,3,
10525050,4765,2018/06/30,2,2 Day Debit,3,N,295.00,3,
9995486,3850,2018/06/30,4,2 Day Debit,4,N,301.00,3,
10527322,3988,2018/06/30,2,2 Day Debit,3,Q,291.00,3,
10955850,5484,2018/06/30,1,2 Day Debit,3,N,237.00,3,
10956301,6125,2018/06/30,1,2 Day Debit,3,V,295.00,3,
10525216,5762,2018/06/30,2,2 Day Debit,3,S,300.00,3,
10542277,4854,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10615949,5604,2018/06/30,2,2 Day Debit,3,T,153.00,3,
10354026,3872,2018/06/30,3,2 Day Debit,3,N,300.00,3,
10616049,3382,2018/06/30,2,2 Day Debit,3,T,250.00,3,
10956318,6136,2018/06/30,1,2 Day Debit,3,L,295.00,3,
10525233,5771,2018/06/30,2,2 Day Debit,3,N,250.00,3,
10616032,5247,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10354126,3470,2018/06/30,3,2 Day Debit,3,N,153.00,3,
10615973,2769,2018/06/30,2,2 Day Debit,3,N,290.00,3,
10353748,2112,2018/06/30,3,2 Day Debit,3,N,105.00,3,
10615956,5608,2018/06/30,2,2 Day Debit,3,P,250.00,3,
10353848,5140,2018/06/30,3,2 Day Debit,3,T,50.00,3,
10616056,5135,2018/06/30,2,2 Day Debit,3,P,250.00,3,
10616091,5648,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10354048,2776,2018/06/30,3,2 Day Debit,3,K,300.00,3,
10616074,3034,2018/06/30,2,2 Day Debit,3,F,300.00,3,
10353580,4530,2018/06/30,3,2 Day Debit,3,N,295.00,3,
10616174,4591,2018/06/30,2,2 Day Debit,3,X,300.00,3,
10956025,5998,2018/06/30,1,2 Day Debit,3,M,250.00,3,
10353934,2115,2018/06/30,3,2 Day Debit,3,S,153.00,3,
10525021,5799,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10615920,2962,2018/06/30,2,2 Day Debit,3,S,295.00,3,
10354034,4086,2018/06/30,3,2 Day Debit,3,N,300.00,3,
10617528,4451,2018/06/30,2,2 Day Debit,3,M,302.00,3,
10617545,2202,2018/06/30,2,2 Day Debit,3,S,302.00,3,
10956125,5666,2018/06/30,1,2 Day Debit,3,N,300.00,3,
10616105,4580,2018/06/30,2,2 Day Debit,3,N,153.00,3,
10524990,4538,2018/06/30,2,2 Day Debit,3,N,50.00,3,
10616205,5705,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10956208,6095,2018/06/30,1,2 Day Debit,3,K,50.00,3,
10354078,2730,2018/06/30,3,2 Day Debit,3,K,50.00,3,
10590364,2408,2018/06/30,2,2 Day Debit,3,C,300.00,3,
10956206,6097,2018/06/30,1,2 Day Debit,3,N,250.00,3,
10354021,5451,2018/06/30,3,2 Day Debit,3,M,250.00,3,
10354178,2086,2018/06/30,3,2 Day Debit,3,N,50.00,3,
10354121,3167,2018/06/30,3,2 Day Debit,3,N,300.00,3,
10955838,3752,2018/06/30,1,2 Day Debit,3,K,250.00,3,
10955995,6044,2018/06/30,1,2 Day Debit,3,P,50.00,3,
10795299,3499,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10956249,5178,2018/06/30,1,2 Day Debit,3,N,50.00,3,
10955895,5005,2018/06/30,1,2 Day Debit,3,N,50.00,3,
10353710,4683,2018/06/30,3,2 Day Debit,3,F,153.00,3,
10615918,2666,2018/06/30,2,2 Day Debit,3,M,50.00,3,
10616075,3034,2018/06/30,2,2 Day Debit,3,F,50.00,3,
10354164,5484,2018/06/30,3,2 Day Debit,3,N,237.00,3,
10955881,4166,2018/06/30,1,2 Day Debit,3,N,250.00,3,
10353810,3444,2018/06/30,3,2 Day Debit,3,M,153.00,3,
10616018,5525,2018/06/30,2,2 Day Debit,3,C,300.00,3,
10955938,5378,2018/06/30,1,2 Day Debit,3,S,50.00,3,
10353753,3527,2018/06/30,3,2 Day Debit,3,N,100.00,3,
10615961,5612,2018/06/30,2,2 Day Debit,3,N,153.00,3,
10353696,2453,2018/06/30,3,2 Day Debit,4,N,170.00,3,
10353796,3328,2018/06/30,3,2 Day Debit,3,N,300.00,3,
10525109,5829,2018/06/30,2,2 Day Debit,3,S,295.00,3,
10955095,6154,2018/06/30,1,2 Day Debit,3,Y,150.00,3,
10615925,3651,2018/06/30,2,2 Day Debit,3,M,295.00,3,
10525195,2756,2018/06/30,2,2 Day Debit,3,N,186.00,3,
10542393,4369,2018/06/30,2,2 Day Debit,3,N,250.00,3,
10525095,3926,2018/06/30,2,2 Day Debit,3,T,295.00,3,
10527310,4169,2018/06/30,2,2 Day Debit,3,N,301.00,3,
10525152,3773,2018/06/30,2,2 Day Debit,3,A,100.00,3,
10956263,4224,2018/06/30,1,2 Day Debit,3,J,250.00,3,
10524995,2922,2018/06/30,2,2 Day Debit,3,M,301.00,3,
10562388,5586,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10525209,3132,2018/06/30,2,2 Day Debit,3,N,300.00,3,
9995581,3983,2018/06/30,4,2 Day Debit,4,S,301.00,3,
10525052,4650,2018/06/30,2,2 Day Debit,3,M,295.00,3,
10352892,2894,2018/06/30,3,2 Day Debit,4,N,252.00,3,
10542282,5072,2018/06/30,2,2 Day Debit,3,F,300.00,3,
10562406,3519,2018/06/30,2,2 Day Debit,3,D,295.00,3,
10353960,3111,2018/06/30,3,2 Day Debit,3,A,153.00,3,
10542268,5449,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10795303,4972,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10353903,5347,2018/06/30,3,2 Day Debit,3,N,300.00,3,
10354060,2915,2018/06/30,3,2 Day Debit,3,N,295.00,3,
10542325,2754,2018/06/30,2,2 Day Debit,3,T,50.00,3,
10353846,2964,2018/06/30,3,2 Day Debit,3,G,153.00,3,
10354003,5542,2018/06/30,3,2 Day Debit,3,A,100.00,3,
10542382,5875,2018/06/30,2,2 Day Debit,3,E,50.00,3,
10353946,3197,2018/06/30,3,2 Day Debit,3,S,300.00,3,
10525059,3920,2018/06/30,2,2 Day Debit,3,P,238.00,3,
10616086,5642,2018/06/30,2,2 Day Debit,3,S,50.00,3,
10616186,5686,2018/06/30,2,2 Day Debit,3,S,238.00,3,
9995517,3573,2018/06/30,4,2 Day Debit,4,N,88.00,3,
10353692,2451,2018/06/30,3,2 Day Debit,4,P,170.00,3,
10524959,3947,2018/06/30,2,2 Day Debit,3,N,300.00,3,
10956324,6134,2018/06/30,1,2 Day Debit,3,N,250.00,3,
10956013,4608,2018/06/30,1,2 Day Debit,3,T,300.00,3,
10617540,4820,2018/06/30,2,2 Day Debit,3,N,252.00,3,
10956070,3630,2018/06/30,1,2 Day Debit,3,L,153.00,3,
9955362,2452,2018/06/30,4,2 Day Debit,4,N,189.00,3,
10616200,5698,2018/06/30,2,2 Day Debit,3,N,295.00,3,
10956056,6015,2018/06/30,1,2 Day Debit,3,T,250.00,3,
10524945,2543,2018/06/30,2,2 Day Debit,3,N,295.00,3,
10616143,4221,2018/06/30,2,2 Day Debit,3,N,295.00,3,
10955956,6070,2018/06/30,1,2 Day Debit,3,M,290.00,3,
